time_step,roll,roll_rate,pitch,pitch_rate,yaw,yaw_rate,depth,depth_rate
42,0.09287440051565789,-0.015737895633543622,0.202978140571975,0.0065776406897630185,0.3070571128009196,0.015586635542044732,0.0,0.0
43,0.09255670245117031,-0.01603136668046999,0.20311092221449678,0.006700296134425353,0.30737175740805284,0.01587728627024734,0.0,0.0
44,0.09223316761382883,-0.016321577470703695,0.20324614332023241,0.00682158891332247,0.307692182695688,0.01616470810037696,0.0,0.0
45,0.09190386093566116,-0.016608555279079146,0.20338377674999703,0.006941530424542777,0.30801832435635224,0.016448928045866028,0.0,0.0
46,0.09156884680534502,-0.016892327166038015,0.2035237955916703,0.007060131976571096,0.3083501186207154,0.016729972907812946,0.0,0.0
47,0.09122818907247952,-0.017172919979270215,0.20366617315841132,0.007177404788975439,0.3086875022533594,0.017007869276606757,0.0,0.0
48,0.0908819510518239,-0.0174503603553431,0.20381088298688707,0.007293359993088852,0.3090304125485804,0.01728264353354019,0.0,0.0
49,0.09053019552750377,-0.017724674721319052,0.20395789883551446,0.007408008632686359,0.3093787873262228,0.01755432185241119,0.0,0.0
50,0.09017298475718516,-0.017995889296361426,0.20410719468271596,0.0075213616646570185,0.30973256492754525,0.017822930201112978,0.0,0.0
51,0.08981038047621652,-0.018264030093328998,0.2042587447251885,0.007633429959671135,0.31009168421111843,0.01808849434321269,0.0,0.0
52,0.08944244390173894,-0.01852912292035892,0.2044125233761858,0.007744224302842646,0.3104560845487541,0.018351039839518715,0.0,0.0
53,0.08906923573676491,-0.018791193382438294,0.20456850526381368,0.007853755394386716,0.3108257058214657,0.018610592049636707,0.0,0.0
54,0.08869081617422563,-0.019050266882964403,0.20472666522933886,0.007962033850272566,0.3112004884154595,0.018867176133514435,0.0,0.0
55,0.08830724490098733,-0.019306368625293658,0.20488697832551028,0.008069070202871563,0.31158037321815707,0.019120817052975456,0.0,0.0
56,0.08791858110183672,-0.019559523614279373,0.20504941981489377,0.008174874901600598,0.31196530161424785,0.019371539573241718,0.0,0.0
57,0.08752488346343569,-0.01980975665779837,0.20521396516821924,0.00827945831356079,0.3123552154817723,0.019619368264445144,0.0,0.0
58,0.08712621017824576,-0.020057092368266527,0.2053805900627408,0.008382830724171526,0.31275005718823523,0.019864327503128273,0.0,0.0
59,0.08672261894842216,-0.02030155516414331,0.20554927038060927,0.008485002337799879,0.3131497695867487,0.020106441473733992,0.0,0.0
60,0.08631416698967805,-0.02054316927142536,0.20571998220725765,0.008585983278385433,0.31355429601220514,0.020345734170084468,0.0,0.0
61,0.08590091103511888,-0.020781958725129224,0.20589270182979855,0.008685783590060529,0.3139635802774793,0.02058222939684929,0.0,0.0
62,0.08548290733904734,-0.021017947370763224,0.2060674057354343,0.00878441323776597,0.31437756666966,0.02081595077100295,0.0,0.0
63,0.08506021168073881,-0.021251158865788627,0.20624407060987923,0.008881882107862216,0.3147961999463107,0.021046921723271654,0.0,0.0
64,0.08463287936818782,-0.0214816166810701,0.20642267333579417,0.008978200008736087,0.31521942533175895,0.021275165499569603,0.0,0.0
65,0.08420096524182558,-0.02170934410231556,0.20660319099123292,0.009073376671403002,0.3156471885134142,0.021500705162424725,0.0,0.0
66,0.08376452367820875,-0.021934364231505448,0.20678560084810088,0.009167421750104795,0.3160794356381146,0.021723563592394,0.0,0.0
67,0.08332360859367983,-0.022156699988311532,0.20696988037062553,0.009260344822903112,0.3165161133085012,0.021943763489468384,0.0,0.0
68,0.08287827344799925,-0.022376374111505278,0.20715600721383867,0.009352155392268448,0.31695716857942113,0.022161327374467438,0.0,0.0
69,0.0824285712479493,-0.02259340916035584,0.2073439592220705,0.00944286288566481,0.31740254895435754,0.02237627759042367,0.0,0.0
70,0.08197455455091038,-0.022807827516017783,0.20753371442745525,0.00953247665613008,0.31785220238188794,0.02258863630395673,0.0,0.0
71,0.0815162754684094,-0.02301965138290852,0.20772525104844847,0.009621005982852059,0.3183060772521694,0.02279842550663743,0.0,0.0
72,0.08105378566964092,-0.023228902790075626,0.20791854748835573,0.009708460071740255,0.3187641223934513,0.023005667016341744,0.0,0.0
73,0.08058713638496091,-0.023435603592554016,0.20811358233387273,0.00979484805599343,0.3192262870686147,0.023210382478594773,0.0,0.0
74,0.08011637840935355,-0.02363977547271307,0.20831033435363677,0.009880178996662919,0.3196925209717389,0.023412593367904785,0.0,0.0
75,0.07964156210587112,-0.02384143994159379,0.20850878249678934,0.009964461883211763,0.32016277422469414,0.023612320989087367,0.0,0.0
76,0.07916273740904727,-0.02404061834023604,0.20870890589154995,0.01004770563406969,0.32063699737376106,0.023809586478579774,0.0,0.0
77,0.07867995382828388,-0.02423733184099589,0.20891068384380096,0.010129919097183948,0.32111514138627617,0.02400441080574551,0.0,0.0
78,0.07819326045121167,-0.024431601448853205,0.2091140958356834,0.010211111050566029,0.32159715764730334,0.024196814774169212,0.0,0.0
79,0.07770270594702465,-0.0246234480027095,0.20931912152420376,0.01029129020283432,0.32208299795633094,0.02438681902294193,0.0,0.0
80,0.07720833856978886,-0.024812892176676073,0.2095257407398514,0.010370465193752683,0.322572614523995,0.024574444027936796,0.0,0.0
81,0.07671020616172534,-0.024999954481352595,0.20973393348522684,0.010448644594765015,0.3230659599688273,0.024759710103075216,0.0,0.0
82,0.07620835615646768,-0.02518465526509609,0.20994367993368082,0.010525836909525797,0.32356298731402916,0.024942637401583596,0.0,0.0
83,0.07570283558229422,-0.025367014715280488,0.21015496042796358,0.010602050574426671,0.3240636499842697,0.025123245917240692,0.0,0.0
84,0.07519369106533524,-0.025547052859546684,0.21036775547888495,0.010677293959119058,0.32456790180250955,0.025301555485615617,0.0,0.0
85,0.07468096883275518,-0.025724789567043303,0.2105820457639847,0.010751575367032851,0.32507569698684896,0.02547758578529659,0.0,0.0
86,0.07416471471591016,-0.0259002445496581,0.21079781212621332,0.010824903035891212,0.3255869901474002,0.025651356339110472,0.0,0.0
87,0.07364497415348092,-0.02607343736324016,0.21101503557262288,0.01089728513822149,0.3261017362831847,0.02582288651533318,0.0,0.0
88,0.07312179219458155,-0.02624438740881289,0.21123369727306837,0.010968729781862283,0.3266198907790536,0.025992195528890958,0.0,0.0
89,0.07259521350184382,-0.0264131139337779,0.21145377855891878,0.011039245010466695,0.3271414094026335,0.026159302442552684,0.0,0.0
90,0.07206528235447775,-0.026579636033109817,0.21167526092177852,0.011108838804001769,0.3276662483012942,0.02632422616811316,0.0,0.0
91,0.07153204265130822,-0.026743972650542097,0.2118981260122186,0.011177519079244167,0.32819436399914176,0.026486985467567517,0.0,0.0
92,0.07099553791378807,-0.0269061425797439,0.21212235563851778,0.011245293690272098,0.3287257133940338,0.026647598954276753,0.0,0.0
93,0.07045581128898762,-0.027066164465488065,0.21234793176541344,0.011312170428953511,0.3292602537546184,0.026806085094124493,0.0,0.0
94,0.06991290555256105,-0.027224056804810277,0.2125748365128623,0.011378157025430605,0.32979794271739626,0.02696246220666501,0.0,0.0
95,0.06936686311168958,-0.02737983794815946,0.21280305215481063,0.011443261148600661,0.3303387382838052,0.027116748466262563,0.0,0.0
96,0.06881772600800179,-0.027533526100539475,0.21303256111797422,0.01150749040659322,0.330882598817328,0.02726896190322212,0.0,0.0
97,0.0682655359204712,-0.02768513932264214,0.2132633459806277,0.011570852347243647,0.33142948304062225,0.027419120404911533,0.0,0.0
98,0.06771033416829121,-0.027834695531971692,0.21349538947140345,0.011633354458563085,0.3319793500326728,0.027567241716875187,0.0,0.0
99,0.06715216171372772,-0.027982212503960702,0.2137286744680996,0.011695004169204852,0.33253215922596646,0.027713343443939224,0.0,0.0
100,0.06659105916494944,-0.02812770787307752,0.21396318399649772,0.011755808848927265,0.3330878704036884,0.027857443051308366,0.0,0.0
101,0.0660270667788362,-0.02827119913392528,0.21419890122918941,0.011815775809052957,0.3336464436969409,0.027999557865654418,0.0,0.0
102,0.0654602244637653,-0.0284127036423326,0.2144358094844122,0.011874912302924685,0.33420783958198325,0.02813970507619648,0.0,0.0
103,0.06489057178237619,-0.02855223861643591,0.21467389222489439,0.011933225526357661,0.3347720188774935,0.028277901735772954,0.0,0.0
104,0.06431814795431355,-0.028689821137753584,0.21491313305670906,0.01199072261808843,0.3353389427418518,0.02841416476190538,0.0,0.0
105,0.063742991858949,-0.028825468152251864,0.215153515728137,0.012047410660220316,0.335908572670444,0.028548510937854172,0.0,0.0
106,0.06316514203808149,-0.028959196471402653,0.21539502412853842,0.012103296678665467,0.3364808704929875,0.028680956913666292,0.0,0.0
107,0.06258463669861675,-0.02909102277323323,0.21563764228723345,0.012158387643583518,0.3370557983708773,0.028811519207214944,0.0,0.0
108,0.0620015137152257,-0.02922096360336794,0.2158813543723916,0.012212690469816885,0.33763331879455244,0.028940214205231306,0.0,0.0
109,0.06141581063298219,-0.029349035376061938,0.21612614468992958,0.012266212017322737,0.3382133945808839,0.0290670581643284,0.0,0.0
110,0.060827564669980086,-0.02947525437522698,0.21637199768241808,0.012318959091601647,0.33879598887058215,0.02919206721201711,0.0,0.0
111,0.06023681271992997,-0.029599636755449413,0.21661889792799668,0.01237093844412296,0.3393810651256253,0.029315257347714434,0.0,0.0
112,0.05964359135473552,-0.029722198543000317,0.2168668301392976,0.012422156772746891,0.33996858712670724,0.02943664444374401,0.0,0.0
113,0.05904793682704978,-0.029842955636837924,0.21711577916237768,0.012472620722143382,0.3405585189707056,0.029556244246328977,0.0,0.0
114,0.05844988507281145,-0.02996192380960234,0.21736572997565867,0.01252233688420774,0.3411508250681698,0.029674072376577206,0.0,0.0
115,0.05784947171376139,-0.030079118708602644,0.217616667688876,0.012571311798473078,0.3417454701408283,0.029790144331459,0.0,0.0
116,0.057246732059939395,-0.03019455585679636,0.2178685775420355,0.012619551952519573,0.34234241921911573,0.029904475484777242,0.0,0.0
117,0.05664170111216154,-0.030308250653761453,0.2181214449043785,0.012667063782380594,0.34294163763971913,0.03001708108813013,0.0,0.0
118,0.05603441356447806,-0.0304202183766608,0.2183752552733548,0.012713853672945669,0.3435430910431435,0.030127976271866475,0.0,0.0
119,0.05542490380661212,-0.030530474181199266,0.21862999427360402,0.012759927958360374,0.3441467453712962,0.030237176046033664,0.0,0.0
120,0.054813205926379435,-0.0306390331025734,0.2188856476559445,0.012805292922423122,0.34475256686509026,0.030344695301318326,0.0,0.0
121,0.05419935371208901,-0.030745910056413805,0.21914220129637035,0.012849954798978883,0.34536052206206674,0.030450548809979737,0.0,0.0
122,0.05358338065492509,-0.030851119839720244,0.21939964119505634,0.012893919772309885,0.34597057779403534,0.030554751226776044,0.0,0.0
123,0.052965319951310506,-0.03095467713178953,0.21965795347537043,0.01293719397752327,0.34658270118473355,0.030657317089883337,0.0,0.0
124,0.05234520450525148,-0.031056596495136257,0.21991712438289424,0.012979783500935774,0.3471968596475042,0.030758260821807624,0.0,0.0
125,0.05172306693066415,-0.031156892376406408,0.22017714028445098,0.01302169438045541,0.347813020882991,0.030857596730289778,0.0,0.0
126,0.05109893955368285,-0.03125557910728391,0.22043798766714112,0.01306293260596022,0.3484311528768524,0.030955339009203463,0.0,0.0
127,0.05047285441495037,-0.03135267090539017,0.2206996531373855,0.013103504119674075,0.3490512238974931,0.031051501739446152,0.0,0.0
128,0.049844843271890225,-0.031448181875176666,0.22096212341997598,0.013143414816539566,0.34967320249381334,0.031146098889823233,0.0,0.0
129,0.04921493760096122,-0.0315421260088106,0.22122538535713362,0.01318267054458802,0.35029705749297585,0.031239144317925273,0.0,0.0
130,0.048583168599894325,-0.031634517187053734,0.221489425907574,0.013221277105306621,0.3509227579981903,0.03133065177099849,0.0,0.0
131,0.04794956718991206,-0.03172536918013435,0.2217542321455801,0.013259240254002706,0.351550273386515,0.031420634886808484,0.0,0.0
132,0.04731416401793048,-0.03181469564861251,0.22201979126008217,0.013296565700165214,0.35217957330667604,0.03150910719449729,0.0,0.0
133,0.046676989458743975,-0.03190251014423859,0.22228609055374512,0.013333259107823339,0.3528106276769031,0.03159608211543372,0.0,0.0
134,0.04603807361719291,-0.03198882611080512,0.22255311744206283,0.013369326095902396,0.3534434066827825,0.03168157296405722,0.0,0.0
135,0.045397446330314305,-0.03207365688499206,0.2228208594524595,0.013404772238576912,0.35407788077512725,0.03176559294871504,0.0,0.0
136,0.04475513716947574,-0.03215701569720544,0.22308930422339834,0.013439603065620979,0.3547140206678631,0.031848155172493016,0.0,0.0
137,0.04411117544249245,-0.032238915672409565,0.2233584395034969,0.013473824062755876,0.3553517973359319,0.03192927263403984,0.0,0.0
138,0.04346559019572792,-0.032319369830952675,0.22362825315064946,0.01350744067199499,0.3559911820132109,0.03200895822838495,0.0,0.0
139,0.042818410216177986,-0.03239839108938623,0.22389873313115644,0.013540458291986048,0.3566321461904485,0.03208722474775,0.0,0.0
140,0.04216966403353865,-0.032475992261277814,0.22416986751886028,0.013572882278350682,0.3572746616132161,0.032164084882354116,0.0,0.0
141,0.04151937992225766,-0.03255218605801766,0.2244416444942885,0.013604717944021348,0.35791870027987627,0.032239551221212796,0.0,0.0
142,0.04086758590357007,-0.032626985089618976,0.22471405234380312,0.01363597055957562,0.3585642344395664,0.032313636252930635,0.0,0.0
143,0.0402143097475178,-0.03270040186551198,0.22498707945875693,0.013666645353567874,0.3592112365901985,0.032386352366487854,0.0,0.0
144,0.03955957897495343,-0.03277244879533174,0.22526071433465633,0.013696747512858393,0.3598596794764743,0.032457711852020704,0.0,0.0
145,0.03890342085952826,-0.032843138189699916,0.2255349455703307,0.013726282182939885,0.3605095360879164,0.032527726901595805,0.0,0.0
146,0.03824586242966483,-0.03291248226100034,0.22580976186710836,0.013755254468261468,0.3611607796569144,0.03259640960997841,0.0,0.0
147,0.03758693047051395,-0.03298049312414861,0.22608515202799873,0.01378366943255012,0.36181338365678656,0.03266377197539471,0.0,0.0
148,0.036926651525896435,-0.033047182797355634,0.22636110495688133,0.013811532099129619,0.3624673217998566,0.032729825900288174,0.0,0.0
149,0.036265051900229606,-0.03311256320288522,0.22663760965770072,0.01383884745123698,0.36312256803554543,0.032794583192069966,0.0,0.0
150,0.035602157660438706,-0.03317664616780576,0.22691465523366794,0.01386562043233643,0.3637790965484783,0.03285805556386353,0.0,0.0
151,0.03493799463785334,-0.03323944342473601,0.2271922308864682,0.013891855946430921,0.364436881756606,0.03292025463524335,0.0,0.0
152,0.03427258843008906,-0.03330096661258508,0.22747032591547475,0.013917558858371213,0.3650958983093415,0.032981191932967904,0.0,0.0
153,0.03360596440291421,-0.03336122727728661,0.2277489297169689,0.013942733994162525,0.365756121085711,0.03304087889170697,0.0,0.0
154,0.032938147692102134,-0.03342023687252721,0.22802803178336606,0.013967386141268802,0.36641752519251897,0.03309932685476311,0.0,0.0
155,0.03226916320526888,-0.033478006760469185,0.22830762170244814,0.013991520048914581,0.3670800859625284,0.033156547074787664,0.0,0.0
156,0.03159903562369652,-0.033534548212467645,0.2285876891566016,0.01401514042838451,0.3677437789526547,0.033212550714490995,0.0,0.0
157,0.03092778940414215,-0.03358987240978195,0.22886822392206166,0.014038251953320514,0.36840857994217396,0.0332673488473473,0.0,0.0
158,0.030255448780632747,-0.03364399044428163,0.22914921586816242,0.014060859260016621,0.36907446493094515,0.03332095245829381,0.0,0.0
159,0.029582037766245954,-0.033696913319146725,0.22943065495659282,0.014082966947711495,0.3697414101376465,0.03337337244442454,0.0,0.0
160,0.028907580154876912,-0.03374865194956268,0.22971253124065844,0.014104579578878666,0.3704093919980254,0.03342461961567865,0.0,0.0
161,0.02823209952299124,-0.03379921716340977,0.22999483486454908,0.014125701679514484,0.37107838716316216,0.033474704695523334,0.0,0.0
162,0.027555619231364303,-0.03384861970194713,0.2302775560626121,0.014146337739423812,0.3717483724977474,0.033523638321631404,0.0,0.0
163,0.026878162426806827,-0.033896870220491405,0.2305606851586314,0.014166492212503483,0.3724193250783728,0.03357143104655355,0.0,0.0
164,0.02619975204387701,-0.033943979289090105,0.2308442125651121,0.014186169517023527,0.3730912221918354,0.03361809333838534,0.0,0.0
165,0.02552041080657922,-0.03398995739318965,0.2311281287825707,0.014205374035906194,0.3737640413334552,0.033663635581428944,0.0,0.0
166,0.024840161230049382,-0.03403481493429818,0.23141242439883106,0.014224110117002786,0.37443776020540576,0.033708068076849715,0.0,0.0
167,0.024159025622227142,-0.034078562230643164,0.23169709008832565,0.014242382073368308,0.375112356715058,0.0337514010433276,0.0,0.0
168,0.023477026085514965,-0.03412120951782386,0.2319821166114023,0.01426019418353397,0.37578780897333697,0.03379364461770342,0.0,0.0
169,0.022794184518424212,-0.034162766949458606,0.2322674948136365,0.014277550691777547,0.3764640952930915,0.03383480885562009,0.0,0.0
170,0.02211052261720833,-0.03420324459782708,0.23255321562514902,0.01429445580839161,0.3771411941874766,0.033874903732158804,0.0,0.0
171,0.021426061877483235,-0.034242652454507486,0.23283927005992883,0.01431091370994965,0.3778190843683486,0.03391393914247022,0.0,0.0
172,0.020740823595835026,-0.03428100043100874,0.23312564921516138,0.01432692853957011,0.3784977447446727,0.033951924902400676,0.0,0.0
173,0.020054828871415076,-0.03431829835939768,0.23341234427056215,0.01434250440717835,0.37917715442094313,0.0339888707491135,0.0,0.0
174,0.019368098607522657,-0.03435455599292135,0.23369934648771534,0.014357645389766535,0.37985729269561586,0.034024786341705415,0.0,0.0
175,0.01868065351317514,-0.034389783006624396,0.23398664720941784,0.014372355531651488,0.38053813905955314,0.03405968126181813,0.0,0.0
176,0.01799251410466592,-0.0344239889979616,0.2342742378590282,0.014386638844730518,0.3812196731944805,0.03409356501424509,0.0,0.0
177,0.01730370070711012,-0.03445718348740559,0.2345621099398209,0.014400499308735234,0.381901874971456,0.034126447027533466,0.0,0.0
178,0.016614233455978206,-0.0344893759190498,0.23485025503434548,0.01441394087148335,0.38258472444935104,0.03415833665458141,0.0,0.0
179,0.015924132298617572,-0.034520575661206636,0.23513866480379075,0.014426967449128532,0.3832682018733436,0.03418924317323062,0.0,0.0
180,0.015233416995762222,-0.034550792007000994,0.23542733098735405,0.014439582926408246,0.38395228767342265,0.03421917578685422,0.0,0.0
181,0.014542107123030626,-0.03458003417495906,0.23571624540161537,0.01445179115688969,0.38463696246290496,0.03424814362494004,0.0,0.0
182,0.013850222072411841,-0.03460831130959247,0.23600539993991634,0.014463595963213765,0.3853222070369629,0.03427615574366928,0.0,0.0
183,0.013157781053740002,-0.03463563248197795,0.2362947865717442,0.01447500113733713,0.3860080023711643,0.03430322112649064,0.0,0.0
184,0.012464803096157261,-0.03466200669033227,0.23658439734212044,0.014486010440772362,0.3866943296200233,0.034329348684689905,0.0,0.0
185,0.01177130704956527,-0.0346874428605828,0.23687422437099442,0.014496627604826206,0.38738117011556294,0.03435454725795509,0.0,0.0
186,0.011077311586065309,-0.03471194984693344,0.2371642598526415,0.01450685633083597,0.38806850536588866,0.03437882561493706,0.0,0.0
187,0.010382835201387126,-0.034735536432426224,0.23745449605506605,0.01451670029040404,0.38875631705377317,0.03440219245380583,0.0,0.0
188,0.0096878962163066,-0.03475821132949841,0.23774492531940908,0.014526163125630554,0.3894445870352524,0.034424656402802394,0.0,0.0
189,0.008992512778052303,-0.03477998318053521,0.23803554005936053,0.014535248449344246,0.3901332973382325,0.03444622602078626,0.0,0.0
190,0.00829670286170104,-0.03480086055841817,0.23832633276057608,0.014543959845331467,0.39082243016110724,0.03446690979777865,0.0,0.0
191,0.007600484271562489,-0.03482085196706921,0.23861729598009862,0.014552300868563399,0.3915119678713872,0.03448671615550144,0.0,0.0
192,0.006903874642552979,-0.03483996584199042,0.23890842234578422,0.01456027504542149,0.3922018930043387,0.034505653447911816,0.0,0.0
193,0.006206891441558527,-0.03485821055079956,0.2391997045557325,0.014567885873921096,0.39289218826163413,0.03452372996173277,0.0,0.0
194,0.005509551968787205,-0.03487559439376133,0.23949113537772163,0.014575136823933374,0.39358283651001225,0.03454095391697937,0.0,0.0
195,0.004811873359110924,-0.034892125604314525,0.23978270764864754,0.014582031337405417,0.39427382077994944,0.03455733346748086,0.0,0.0
196,0.004113872583396713,-0.03490781234959494,0.24007441427396772,0.014588572828578663,0.39496512426434116,0.034572876701398775,0.0,0.0
197,0.003415566449827588,-0.03492266273095422,0.24036624822714925,0.014594764684205572,0.39565673031719373,0.03458759164174078,0.0,0.0
198,0.0027169716052130766,-0.034936684784474606,0.24065820254912115,0.0146006102637646,0.3963486224523262,0.03460148624687061,0.0,0.0
199,0.002018104536289495,-0.034949886481479606,0.24095027034773103,0.014606112899673484,0.3970407843420829,0.03461456841101392,0.0,0.0
200,0.0013189815710100495,-0.03496227572904064,0.24124244479720605,0.014611275897500832,0.3977331998160553,0.034626845964760185,0.0,0.0
201,0.0006196188798248428,-0.03497386037047974,0.24153471913761798,0.014616102536176059,0.3984258528598146,0.03463832667556058,0.0,0.0
202,-7.996752304912866e-05,-0.03498464818586819,0.24182708667435251,0.014620596068197655,0.3991187276136535,0.034649018248222,0.0,0.0
203,-0.000779761778367916,-0.03499464689252134,0.24211954077758274,0.014624759719839826,0.39981180837133884,0.03465892832539719,0.0,0.0
204,-0.0014797481806104137,-0.03500386414548945,0.2424120748817467,0.014628596691357488,0.40050507957887277,0.0346680644880709,0.0,0.0
205,-0.0021799111767379343,-0.035012307538044685,0.24270468248502908,0.01463211015718966,0.4011985258332646,0.034676434256042374,0.0,0.0
206,-0.002880235364963484,-0.03501998460216427,0.24299735714884677,0.014635303266161252,0.4018921318813117,0.034684045088403885,0.0,0.0
207,-0.0035807054935306643,-0.03502690280900983,0.24329009249733877,0.01463817914168324,0.4025858826183902,0.03469090438401558,0.0,0.0
208,-0.004281306459502121,-0.03503306956940297,0.2435828822168598,0.014640740881951298,0.40327976308725505,0.03469701948197656,0.0,0.0
209,-0.0049820233075574686,-0.035038492234297065,0.243875720055478,0.014642991560142838,0.40397375847684946,0.03470239766209223,0.0,0.0
210,-0.005682841228800613,-0.03504317809524537,0.24416859982247646,0.014644934224612506,0.4046678541211237,0.034707046145338,0.0,0.0
211,-0.0063837455595764005,-0.03504713438486542,0.24446151538785882,0.014646571899086134,0.4053620354978631,0.034710972094319274,0.0,0.0
212,-0.007084721780296513,-0.035050368277299765,0.24475446068185847,0.014647907582853165,0.40605628822752515,0.03471418261372786,0.0,0.0
