-4.999000289640482819e-01,2.000227723518046771e-02,-2.997769424053639553e-01,4.461370801616350301e-02,-7.992505954403159585e-01,1.498822239572360770e-01
-4.996605681833297119e-01,2.790074881696601519e-02,-2.992095227608342900e-01,6.887267425799598053e-02,-7.973618897388611293e-01,2.278604297730993933e-01
-4.993433325690625479e-01,3.556180502727417786e-02,-2.983987559876595252e-01,9.328396616797691998e-02,-7.946961237818200852e-01,3.052948140374022179e-01
-4.989554864495219788e-01,4.202574569598024889e-02,-2.973518810432499437e-01,1.160946371990178028e-01,-7.912891154134276128e-01,3.761091559623105374e-01
-4.985073023080338062e-01,4.763151088531016042e-02,-2.960843410817201038e-01,1.374171494062025600e-01,-7.872039586064654149e-01,4.409246558765388957e-01
-4.980062676348210871e-01,5.259728335430122886e-02,-2.946105887549571589e-01,1.573371924628333141e-01,-7.824982579512964609e-01,5.002180192852234697e-01
-4.974579225210208344e-01,5.709447820524955058e-02,-2.929442456175216924e-01,1.759353382326066806e-01,-7.772250356503431767e-01,5.544290428441538410e-01
-4.968662897413977375e-01,6.125524352888255669e-02,-2.910981520274371070e-01,1.932872803022449848e-01,-7.714330923117103112e-01,6.039622643263410362e-01
-4.962342261483121963e-01,6.518070034024897597e-02,-2.890844140916244975e-01,2.094641911676246582e-01,-7.651673449814204719e-01,6.491898680121842569e-01
-4.955637003285068287e-01,6.894745227407282628e-02,-2.869144473449191657e-01,2.245330217752546098e-01,-7.584691375416034997e-01,6.904543080008784806e-01
-4.948560116670585596e-01,7.261279633962382241e-02,-2.845990176403510041e-01,2.385567621428879015e-01,-7.513765260241130894e-01,7.280707031729793943e-01
-4.941119625584591279e-01,7.621888435847337662e-02,-2.821482795768625040e-01,2.515946749076289346e-01,-7.439245409973332945e-01,7.623290285453615533e-01
-4.933319932286500675e-01,7.979604072857840458e-02,-2.795718126938004366e-01,2.637025095435108213e-01,-7.361454289557026742e-01,7.934961240362419232e-01
-4.925162867743238526e-01,8.336540240670639590e-02,-2.768786555987600706e-01,2.749327022172464718e-01,-7.280688744476381258e-01,8.218175384736933209e-01
-4.916648505270966307e-01,8.694101498515639792e-02,-2.740773381555714483e-01,2.853345643859329650e-01,-7.197222045119920919e-01,8.475192241839663021e-01
-4.907775786410963903e-01,9.053149282157069155e-02,-2.711759118347302211e-01,2.949544620118073057e-01,-7.111305768499573965e-01,8.708090955109055731e-01
-4.898542998278503369e-01,9.414133021471206286e-02,-2.681819783140588775e-01,3.038359864802224752e-01,-7.023171530339753499e-01,8.918784630190526030e-01
-4.888948133772714200e-01,9.777193366644745809e-02,-2.651027164091708244e-01,3.120201178182629431e-01,-6.933032579443210164e-01,9.109033538269700747e-01
-4.878989159717149748e-01,1.014224315701055396e-01,-2.619449074089138518e-01,3.195453805242735590e-01,-6.841085265250739234e-01,9.280457274341457063e-01
-4.868664212920619239e-01,1.050903066005327430e-01,-2.587149588887375784e-01,3.264479921640211502e-01,-6.747510388621678068e-01,9.434545954926769618e-01
-4.857971740067381639e-01,1.087718871505930357e-01,-2.554189270737889927e-01,3.327620048193819513e-01,-6.652474445056416608e-01,9.572670531952208739e-01
-4.846910594071954792e-01,1.124627269560446591e-01,-2.520625378228155689e-01,3.385194394575794519e-01,-6.556130768849078860e-01,9.696092292747260366e-01
-4.835480096910245718e-01,1.161578962459159509e-01,-2.486512063032448594e-01,3.437504133010002572e-01,-6.458620585988860130e-01,9.805971610178805253e-01
-4.823680076839070296e-01,1.198522030812376599e-01,-2.451900554268914845e-01,3.484832603049001221e-01,-6.360073983014788990e-01,9.903376001670469719e-01
-4.811510886238187790e-01,1.235403597844487722e-01,-2.416839331145143044e-01,3.527446448835222514e-01,-6.260610798464956162e-01,9.989287551127659093e-01
-4.798973404970143242e-01,1.272171063392568691e-01,-2.381374284558816778e-01,3.565596690585115525e-01,-6.160341443042418597e-01,1.006460974351661708e+00
-4.786069033086802760e-01,1.308773002138782227e-01,-2.345548868301156054e-01,3.599519732336902700e-01,-6.059367654142006065e-01,1.013017375795931319e+00
-4.772799675863712565e-01,1.345159801141722622e-01,-2.309404240489194016e-01,3.629438308255438228e-01,-5.957783189941397994e-01,1.018674426165258273e+00
-4.759167723470881239e-01,1.381284096139892004e-01,-2.272979395829016203e-01,3.655562369984827198e-01,-5.855674467853078102e-01,1.023502474365861392e+00
-4.745176027056383083e-01,1.417101053626615703e-01,-2.236311289286462556e-01,3.678089917680829601e-01,-5.753121151758302521e-01,1.027566242461201540e+00
-4.730827872599140393e-01,1.452568535730623944e-01,-2.199434951715009967e-01,3.697207777444307397e-01,-5.650196692097617657e-01,1.030925277561996589e+00
-4.716126953556754042e-01,1.487647176988044495e-01,-2.162383597963117021e-01,3.713092327919860214e-01,-5.546968822572466706e-01,1.033634367707460200e+00
-4.701077343075137915e-01,1.522300395762474501e-01,-2.125188727955630297e-01,3.725910178826907226e-01,-5.443500016917048878e-01,1.035743924573254704e+00
-4.685683466324375712e-01,1.556494358039777481e-01,-2.087880221216321108e-01,3.735818804160598861e-01,-5.339847908926985687e-01,1.037300335622960201e+00
-4.669950073367971077e-01,1.590197907335085814e-01,-2.050486425271512703e-01,3.742967132743456604e-01,-5.236065678679747704e-01,1.038346288117529381e+00
-4.653882212851128686e-01,1.623382471293292051e-01,-2.013034238348324068e-01,3.747496098731420977e-01,-5.132202407649739673e-01,1.038921067209993554e+00
-4.637485206700392992e-01,1.656021953073797404e-01,-1.975549186755472808e-01,3.749539154585173617e-01,-5.028303405206838717e-01,1.039060830179503014e+00
-4.620764625955907645e-01,1.688092613650994389e-01,-1.938055497309982000e-01,3.749222748913638159e-01,-4.924410508789780483e-01,1.038798858698608552e+00
-4.603726267803957550e-01,1.719572949625892688e-01,-1.900576165149615582e-01,3.746666771485176461e-01,-4.820562359863816981e-01,1.038165790879595152e+00
-4.586376133837538061e-01,1.750443569944830080e-01,-1.863133017248487233e-01,3.741984967586284849e-01,-4.716794657604297392e-01,1.037189834708792446e+00
-4.568720409543415295e-01,1.780687073988890257e-01,-1.825746771932066637e-01,3.735285323790065726e-01,-4.613140392093277309e-01,1.035896964351320504e+00
-4.550765444993141728e-01,1.810287932776933062e-01,-1.788437094667773286e-01,3.726670427079373793e-01,-4.509630058673836372e-01,1.034311100691924556e+00
-4.532517736700842903e-01,1.839232374471554687e-01,-1.751222650388467861e-01,3.716237799153902510e-01,-4.406291854975619704e-01,1.032454277369718509e+00
-4.513983910600830041e-01,1.867508274955436698e-01,-1.714121152588425623e-01,3.704080207637755473e-01,-4.303151862004298001e-01,1.030346793465144017e+00
-4.495170706092018742e-01,1.895105053927057803e-01,-1.677149409414747661e-01,3.690285955795102324e-01,-4.200234210576411775e-01,1.028007353905639132e+00
-4.476084961092849368e-01,1.922013576727207018e-01,-1.640323366961617124e-01,3.674939152256992414e-01,-4.097561234278637721e-01,1.025453198571849356e+00
-4.456733598049171241e-01,1.948226061933262809e-01,-1.603658149960266732e-01,3.658119962162693084e-01,-3.995153610036238367e-01,1.022700221008154386e+00
-4.437123610837817034e-01,1.973735994632582202e-01,-1.567168100043971335e-01,3.639904841024271254e-01,-3.893030487288675068e-01,1.019763077569340481e+00
-4.417262052509930426e-01,1.998538045198462176e-01,-1.530866811754730827e-01,3.620366752533682453e-01,-3.791209606690493228e-01,1.016655287768963190e+00
